tsp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56711084	560019627001	1	17200	41.2903576	-105.5310736
56711085	560019627001	1	18000	41.4249673	-105.6156497
56711086	560019627001	1	123400	41.2893506	-105.5320474
56711087	560019627001	1	100000	41.3025988	-105.6459637
56711088	560019627001	1	108500	41.2900492	-105.5315883
56711089	560019627001	1	233000	41.3484212	-105.6338611
56711090	560019627001	1	54000	41.2897883	-105.5309147
56711091	560019627001	1	210000	41.3041823	-105.6445929
56711092	560019627001	1	37000	41.2899607	-105.5310587
56711093	560019627001	3	105100	41.3497699	-105.6354985
56711094	560019627001	1	60000	41.2886778	-105.5330148
56711095	560019627001	1	13000	41.3039266	-105.6461957
56711096	560019627001	8	77000	41.2890729	-105.5321104
56711097	560019627001	1	27000	41.4203239	-105.7515803
56711098	560019627001	1	58300	41.2894135	-105.5323343
56711099	560019627001	1	52150	41.2580615	-105.6985760
56711100	560019627001	1	107500	41.2885716	-105.5328751
56711101	560019627001	1	80000	41.2513329	-105.6986242
56711102	560019627001	1	35500	41.2891073	-105.5331275
56711103	560019627001	1	86500	41.4073947	-105.5793473
56711104	560019627001	1	70030	41.2891221	-105.5324458
56711105	560019627001	1	47200	41.4078578	-105.5810173
56711106	560019627001	1	91000	41.2890791	-105.5309037
56711107	560019627001	1	60120	41.3021748	-105.6459036
56711108	560019627001	8	35000	41.2892432	-105.5326904
56711109	560019627001	1	33000	41.3022204	-105.6466307
56711110	560019627001	1	16800	41.2889305	-105.5323573
56711111	560019627001	1	340000	41.2480904	-105.7129030
56711112	560019627001	8	5400	41.2891416	-105.5324811
56711113	560019627001	8	39900	41.2493931	-105.7132166
56711114	560019627001	1	98000	41.2893468	-105.5322077
56711115	560019627001	1	3000	41.4180895	-105.6059005
56711116	560019627001	1	94000	41.2892317	-105.5320856
56711117	560019627001	1	28280	41.4097896	-105.5796715
56711118	560019627001	1	31000	41.2465444	-105.7130029
56711119	560019627001	1	339000	41.4073513	-105.5807048
56711120	560019627001	1	48400	41.2476110	-105.7129764
56711121	560019627001	1	44300	41.2492756	-105.7000958
56711122	560019627001	1	60000	41.2444967	-105.7090282
56711123	560019627001	1	2560	41.2399581	-105.7247572
56711124	560019627001	8	75800	41.4058512	-105.5879772
56711125	560019627001	1	48200	41.3026962	-105.6481398
56711126	560019627001	1	63500	41.2500309	-105.7052774
56711127	560019627001	1	9200	41.4088047	-105.5802830
56711128	560019627001	1	79820	41.2547183	-105.7011054
56711129	560019627001	1	5650	41.2506363	-105.7033218
56711130	560019627001	1	29200	41.4080718	-105.5796048
56711131	560019627001	1	91600	41.2524825	-105.7070076
56711132	560019627001	1	44600	41.2536814	-105.6987140
56711133	560019627001	1	18000	41.2563759	-105.7004753
56711134	560019627001	1	50000	41.2577781	-105.6934040
56711135	560019627001	1	70000	41.2577221	-105.5660353
56711136	560019627001	1	97000	41.3477868	-105.6342970
56711137	560019627001	1	95070	41.3497459	-105.6335049
56711138	560019627001	1	99350	41.2566900	-105.6957582
56711139	560019627001	1	96600	41.4060143	-105.5870622
56711140	560019627001	1	80800	41.3014158	-105.6458997
56711141	560019627001	8	33600	41.4257755	-105.6171081
56711142	560019627001	1	23500	41.4260157	-105.6149292
56711143	560019627001	1	149600	41.2913473	-105.5704257
56711144	560019627001	1	12800	41.2701914	-105.5711646
56711145	560019627001	1	49600	41.2459806	-105.7183563
56711146	560019627001	1	154900	41.4072734	-105.5886918
56711147	560019627001	1	12000	41.4040109	-105.5853983
56711148	560019627001	1	48760	41.4037493	-105.5850244
56711149	560019627001	1	84700	41.4064285	-105.5891339
56711150	560019627001	1	61800	41.4074652	-105.5857616
56711151	560019627001	1	14000	41.4065784	-105.5873503
56711152	560019627001	1	15400	41.4065090	-105.5908048
56711153	560019627001	1	32900	41.4212036	-105.7501120
56711154	560019627001	1	91000	41.4105413	-105.5799687
56711155	560019627001	1	72500	41.4051684	-105.5857879
56711156	560019627001	1	33000	41.4039447	-105.5894807
56711157	560019627001	1	129700	41.4051449	-105.5896020
56711158	560019627001	1	35900	41.4064916	-105.5852242
56711159	560019627001	1	49200	41.4053621	-105.5883384
56711160	560019627001	1	9900	41.4053738	-105.5877364
56711161	560019627001	1	32900	41.4031895	-105.5874463
56711162	560019627001	1	59500	41.4099335	-105.5803388
56711163	560019627001	8	36000	41.4065392	-105.5827747
56711164	560019627001	1	45200	41.4044962	-105.5839897
56711165	560019627001	1	51100	41.4051607	-105.5836910
56711166	560019627001	1	11200	41.4050161	-105.5851244
56711167	560019627001	1	58500	41.4037108	-105.5885524
56711168	560019627001	1	24900	41.4045665	-105.5875386
56711169	560019627001	1	82000	41.4044362	-105.5887986
56711170	560019627001	1	107000	41.4080029	-105.5770215
56711171	560019627001	1	52100	41.4032241	-105.5886896
56711172	560019627001	1	45000	41.4041773	-105.5853015
56711173	560019627001	1	77000	41.4046215	-105.5850383
56711174	560019627001	1	68400	41.4078304	-105.5780707
56711175	560019627001	1	69000	41.4032899	-105.5833703
56711176	560019627001	8	100000	41.4070776	-105.5854454
56711177	560019627001	1	99700	41.4175848	-105.6060757
56711178	560019627001	1	45000	41.2461640	-105.7161795
56711179	560019627001	1	23400	41.4044307	-105.5816844
56711180	560019627001	3	13900	41.4058708	-105.5829768
56711181	560019627001	1	78000	41.4027388	-105.5824943
56711182	560019627001	1	65200	41.4030089	-105.5899128
56711183	560019627001	1	198000	41.4034045	-105.5822990
56711184	560019627001	1	70000	41.2502268	-105.6981297
56711185	560019627001	1	56500	41.4074996	-105.5917866
56711186	560019627001	1	25400	41.3037234	-105.6439781
56711187	560019627001	1	104000	41.4203005	-105.6115622
56711188	560019627001	1	30000	41.4206289	-105.6129140
56711189	560019627001	1	189100	41.4202665	-105.6120542
56711190	560019627001	1	64000	41.4077322	-105.5912557
56711191	560019627001	1	60000	41.4057562	-105.5804396
56711192	560019627001	1	26400	41.4190453	-105.6149930
56711193	560019627001	1	-5100	41.4084273	-105.5762339
56711194	560019627001	1	148600	41.4190097	-105.6135671
56711195	560019627001	1	108800	41.4193226	-105.6097859
56711196	560019627001	1	17900	41.4194094	-105.6113849
56711197	560019627001	1	125550	41.4099344	-105.5776311
56711198	560019627001	1	48320	41.4195599	-105.6120253
56711199	560019627001	1	88100	41.4096835	-105.5773043
56711200	560019627001	1	99000	41.2584365	-105.6973308
56711201	560019627001	8	23000	41.2532434	-105.6977972
56711202	560019627001	1	35000	41.4086527	-105.5775656
56711203	560019627001	1	63000	41.4207839	-105.6149180
56711204	560019627001	1	35400	41.4205084	-105.6150218
56711205	560019627001	1	87400	41.4204629	-105.6160444
56711206	560019627001	1	49200	41.2509644	-105.7095201
56711207	560019627001	3	18700	41.4070119	-105.5793406
56711208	560019627001	8	100000	41.4052904	-105.5814437
56711209	560019627001	1	13200	41.4210223	-105.6114427
56711210	560019627001	1	48000	41.4208978	-105.6136585
56711211	560019627001	1	33400	41.4214150	-105.6123313
56711212	560019627001	1	120000	41.4066637	-105.5815243
56711213	560019627001	1	24500	41.4103214	-105.5773280
56711214	560019627001	1	124430	41.4100237	-105.5777882
56711215	560019627001	3	13900	41.4070133	-105.5798043
56711216	560019627001	1	65200	41.4032456	-105.5805905
56711217	560019627001	1	75140	41.4047906	-105.5814574
56711218	560019627001	8	77000	41.4039176	-105.5804127
56711219	560019627001	1	80000	41.4014125	-105.5823092
56711220	560019627001	1	382100	41.4016837	-105.5811726
56711221	560019627001	1	141500	41.4016091	-105.5804352
56711222	560019627001	1	76000	41.4082090	-105.5920416
56711223	560019627001	1	121300	41.4008866	-105.5782985
56711224	560019627001	1	12400	41.4029627	-105.5789817
56711225	560019627001	8	29600	41.4048490	-105.5783019
56711226	560019627001	1	101200	41.4059315	-105.5793600
56711227	560019627001	1	300	41.4046112	-105.5801998
56711228	560019627001	1	95360	41.4032600	-105.5788190
56711229	560019627001	1	82000	41.4040151	-105.5796046
56711230	560019627001	1	88250	41.4044157	-105.5786741
56711231	560019627001	1	91900	41.3028441	-105.6441538
56711232	560019627001	1	49850	41.4025861	-105.5781362
56711233	560019627001	1	24000	41.4016404	-105.5798071
56711234	560019627001	1	35000	41.4025383	-105.5791749
56711235	560019627001	1	302500	41.4001994	-105.5820758
56711236	560019627001	1	134000	41.4012431	-105.5776425
56711237	560019627001	1	94000	41.4007692	-105.5802163
56711238	560019627001	1	24000	41.2887293	-105.6287881
56711239	560019627001	1	32110	41.2457097	-105.7131386
56711240	560019627001	1	114300	41.3009116	-105.6466470
56711241	560019627001	1	10000	41.4002986	-105.5788523
56711242	560019627001	1	70200	41.4229503	-105.6076678
56711243	560019627001	1	108800	41.2446065	-105.7105418
56711244	560019627001	1	29800	41.2501182	-105.7222014
56711245	560019627001	1	120760	41.4000279	-105.5785253
56711246	560019627001	1	96400	41.4085085	-105.5909904
56711247	560019627001	1	24000	41.2509490	-105.7047616
56711248	560019627001	1	28000	41.2433691	-105.7212592
56711249	560019627001	1	4800	41.2672272	-105.5678881
56711250	560019627001	1	62000	41.2657287	-105.5660840
56711251	560019627001	1	68000	41.2670173	-105.5675156
56711252	560019627001	1	90000	41.2504389	-105.7043895
56711253	560019627001	1	86600	41.4072689	-105.5930942
56711254	560019627001	1	55000	41.4063301	-105.5903572
56711255	560019627001	1	110140	41.4056286	-105.5918091
56711256	560019627001	8	41500	41.4084625	-105.5937779
56711257	560019627001	1	45000	41.3597904	-105.5951052
56711258	560019627001	1	167500	41.4038358	-105.5918878
56711259	560019627001	1	40000	41.4052053	-105.5915257
56711260	560019627001	1	44600	41.4051033	-105.5911336
56711261	560019627001	1	48400	41.4020094	-105.5911044
56711262	560019627001	1	10000	41.4040723	-105.5904672
56711263	560019627001	1	23500	41.4033589	-105.5919370
56711264	560019627001	1	102000	41.4097047	-105.5911671
56711265	560019627001	1	100740	41.4099779	-105.5920716
56711266	560019627001	1	123750	41.2528538	-105.7051341
56711267	560019627001	1	48720	41.4101540	-105.5934960
56711268	560019627001	1	41200	41.4087901	-105.5941405
56711269	560019627001	1	87400	41.4106088	-105.5919372
56711270	560019627001	1	96000	41.4095663	-105.5924368
56711271	560019627001	1	77630	41.2507364	-105.5989807
56711272	560019627001	1	105000	41.4189783	-105.6111907
56711273	560019627001	1	76000	41.2527553	-105.5994403
56711274	560019627001	1	95750	41.2522701	-105.5986262
56711275	560019627001	1	13000	41.2594496	-105.5979873
56711276	560019627001	1	46400	41.2596018	-105.5979803
56711277	560019627001	1	147600	41.2496330	-105.5980857
56711278	560019627001	1	90000	41.2535532	-105.5985901
56711279	560019627001	1	44400	41.2927120	-105.5797891
56711280	560019627001	1	215000	41.2926418	-105.5800906
56711281	560019627001	1	39500	41.2538825	-105.5993830
56711282	560019627001	1	43000	41.2925885	-105.5799246
56711283	560019627001	1	167500	41.2532899	-105.5995398
56711284	560019627001	1	80000	41.2501474	-105.5992411
56711285	560019627001	1	14000	41.2515200	-105.5990874
56711286	560019627001	1	0	41.2512933	-105.5993938
56711287	560019627001	1	46500	41.2514631	-105.5982714
56711288	560019627001	1	33900	41.2833396	-105.5242174
56711289	560019627001	1	45000	41.2832684	-105.5250721
56711290	560019627001	8	75800	41.2832983	-105.5243922
56711291	560019627001	1	74150	41.4191845	-105.6083373
56711292	560019627001	1	74100	41.2521109	-105.7212687
56711293	560019627001	1	100030	41.2971173	-105.6548756
56711294	560019627001	1	65000	41.2928829	-105.5788813
56711295	560019627001	1	389900	41.2929401	-105.5780535
56711296	560019627001	1	69400	41.2539903	-105.5982592
56711297	560019627001	1	53700	41.2824026	-105.5244320
56711298	560019627001	1	59000	41.2573302	-105.5989478
56711299	560019627001	1	56500	41.2506098	-105.5992772
56711300	560019627001	1	28800	41.2542589	-105.5989880
56711301	560019627001	1	52000	41.2568916	-105.5978032
56711302	560019627001	8	122500	41.2539807	-105.5989168
56711303	560019627001	1	145000	41.2517535	-105.5972290
56711304	560019627001	1	67600	41.2827092	-105.5256608
56711305	560019627001	8	59400	41.2820734	-105.5239674
56711306	560019627001	1	91600	41.2827114	-105.5252000
56711307	560019627001	1	447100	41.2514942	-105.5974310
56711308	560019627001	1	70000	41.2508668	-105.5973173
56711309	560019627001	1	81920	41.2511343	-105.5981202
56711310	560019627001	1	61700	41.2564058	-105.5988909
56711311	560019627001	1	93700	41.2529015	-105.5978793
56711312	560019627001	1	24900	41.2832452	-105.5253298
56711313	560019627001	1	129700	41.2535819	-105.5983480
56711314	560019627001	1	60000	41.2829203	-105.5258135
56711315	560019627001	1	75400	41.2530402	-105.5974239
56711316	560019627001	1	129200	41.2493663	-105.5980081
56711317	560019627001	1	13500	41.2491903	-105.5983017
56711318	560019627001	1	40000	41.2562948	-105.5979199
56711319	560019627001	1	57000	41.2818408	-105.5271057
56711320	560019627001	1	74560	41.2922563	-105.5786927
56711321	560019627001	1	55000	41.2824312	-105.5269717
56711322	560019627001	1	20000	41.2608011	-105.5974789
56711323	560019627001	1	253000	41.2911202	-105.6550545
56711324	560019627001	1	38000	41.2608485	-105.5981885
56711325	560019627001	1	108200	41.2926029	-105.5792829
56711326	560019627001	1	48900	41.2552949	-105.5984544
56711327	560019627001	1	107000	41.2920732	-105.5801706
56711328	560019627001	1	24000	41.2540348	-105.5982521
56711329	560019627001	1	50000	41.2925311	-105.5779571
56711330	560019627001	1	99700	41.2922526	-105.5776705
56711331	560019627001	1	108150	41.2551983	-105.5993935
56711332	560019627001	1	25200	41.2540459	-105.5978047
56711333	560019627001	1	36000	41.2550475	-105.5998960
56711334	560019627001	1	65300	41.2554811	-105.5982361
56711335	560019627001	1	68200	41.2614525	-105.5993177
56711336	560019627001	1	76800	41.2871348	-105.5237213
56711337	560019627001	1	75000	41.2868795	-105.5239769
56711338	560019627001	1	11300	41.2595029	-105.5993021
56711339	560019627001	1	36000	41.2616118	-105.5994098
56711340	560019627001	1	62200	41.2597444	-105.5981985
56711341	560019627001	1	58000	41.2608361	-105.5988842
56711342	560019627001	8	75800	41.2879485	-105.5264467
56711343	560019627001	1	382100	41.2904276	-105.5335258
56711344	560019627001	8	29400	41.2909888	-105.5323044
56711345	560019627001	1	130400	41.2905940	-105.5341576
56711346	560019627001	1	4800	41.2876163	-105.5262413
56711347	560019627001	8	9000	41.2536583	-105.6016526
56711348	560019627001	1	144800	41.2528527	-105.6019847
56711349	560019627001	1	55000	41.2607960	-105.5986408
56711350	560019627001	1	63200	41.2594123	-105.6002912
56711351	560019627001	1	83500	41.2922201	-105.6584245
56711352	560019627001	1	3900	41.2924297	-105.6589708
56711353	560019627001	1	30000	41.2827172	-105.5270695
56711354	560019627001	1	100000	41.2593442	-105.6004612
56711355	560019627001	1	254000	41.2827452	-105.5267854
56711356	560019627001	1	81010	41.2967885	-105.6546829
56711357	560019627001	1	128800	41.2968072	-105.6526454
56711358	560019627001	1	46500	41.2494654	-105.6014909
56711359	560019627001	1	8000	41.2906974	-105.5299360
56711360	560019627001	1	95300	41.2606723	-105.5996949
56711361	560019627001	8	36000	41.2565421	-105.6010024
56711362	560019627001	1	44500	41.2603882	-105.5996074
56711363	560019627001	1	85000	41.2573072	-105.6008732
56711364	560019627001	1	26900	41.2592458	-105.5998183
56711365	560019627001	1	51100	41.2502990	-105.6008414
56711366	560019627001	1	11300	41.2908455	-105.5293714
56711367	560019627001	1	13400	41.2503013	-105.6010912
56711368	560019627001	1	47300	41.2589718	-105.5996398
56711369	560019627001	1	46900	41.2901557	-105.6553005
56711370	560019627001	1	16800	41.2908801	-105.6554375
56711371	560019627001	1	58500	41.2971159	-105.6518943
56711372	560019627001	1	68000	41.2501129	-105.6008558
56711373	560019627001	1	99000	41.2957710	-105.6537235
56711374	560019627001	1	100000	41.2846626	-105.5286140
56711375	560019627001	1	11000	41.2892987	-105.6564327
56711376	560019627001	1	35800	41.2936744	-105.6518434
56711377	560019627001	1	129700	41.2932732	-105.6581592
56711378	560019627001	1	93000	41.2825593	-105.5286046
56711379	560019627001	8	60500	41.2913526	-105.5196086
56711380	560019627001	1	45040	41.2972090	-105.6504849
56711381	560019627001	1	2000	41.2500819	-105.5998955
56711382	560019627001	1	175300	41.2557995	-105.5999535
56711383	560019627001	1	18300	41.2594198	-105.5974883
56711384	560019627001	1	88980	41.2568656	-105.6000499
56711385	560019627001	1	42500	41.2515245	-105.6015746
56711386	560019627001	1	382100	41.2519888	-105.6010636
56711387	560019627001	1	100000	41.2956601	-105.6550371
56711388	560019627001	1	99350	41.2954076	-105.6539727
56711389	560019627001	1	195000	41.2846715	-105.5266533
56711390	560019627001	1	104520	41.2583780	-105.5984555
56711391	560019627001	1	134230	41.2586081	-105.6011273
56711392	560019627001	1	10000	41.2579196	-105.6003882
56711393	560019627001	1	50000	41.2846184	-105.5264513
56711394	560019627001	1	200000	41.2950617	-105.6500593
56711395	560019627001	1	37300	41.2513408	-105.5994837
56711396	560019627001	1	80000	41.2545708	-105.7088308
56711397	560019627001	1	49000	41.2520806	-105.7239103
56711398	560019627001	8	68500	41.2532984	-105.6002956
56711399	560019627001	1	26000	41.2491400	-105.6006195
56711400	560019627001	1	47000	41.2586756	-105.5980114
56711401	560019627001	1	47400	41.2972473	-105.6534773
56711402	560019627001	1	48720	41.2616553	-105.5980183
56711403	560019627001	1	58400	41.2842296	-105.5254763
56711404	560019627001	1	53000	41.2491098	-105.5999357
56711405	560019627001	1	60120	41.2838839	-105.5274348
56711406	560019627001	1	60000	41.2578549	-105.5992115
56711407	560019627001	1	22000	41.2551923	-105.6018326
56711408	560019627001	1	106000	41.2558886	-105.6010650
56711409	560019627001	1	75000	41.2906289	-105.5313778
56711410	560019627001	1	25400	41.2901285	-105.6566340
56711411	560019627001	1	109200	41.2525138	-105.6003439
56711412	560019627001	1	57000	41.2505646	-105.5996158
56711413	560019627001	1	95300	41.2527707	-105.7213776
56711414	560019627001	1	24500	41.2938172	-105.6529640
56711415	560019627001	1	69000	41.2960648	-105.6502714
56711416	560019627001	1	57000	41.2547403	-105.7048272
56711417	560019627001	1	91900	41.2919187	-105.6570799
56711418	560019627001	1	38000	41.2942056	-105.6526853
56711419	560019627001	1	116900	41.2959409	-105.6516147
56711420	560019627001	1	48000	41.2954107	-105.6530897
56711421	560019627001	1	47200	41.2533111	-105.7223560
56711422	560019627001	1	93400	41.2543409	-105.6000074
56711423	560019627001	1	60120	41.2841436	-105.5220168
56711424	560019627001	1	8300	41.2548190	-105.6008970
56711425	560019627001	1	62150	41.2928181	-105.6536991
56711426	560019627001	1	79820	41.2542912	-105.6014323
56711427	560019627001	1	18600	41.2898564	-105.6629434
56711428	560019627001	1	104000	41.2540637	-105.7099545
56711429	560019627001	1	87500	41.4310204	-105.7868444
56711430	560019627001	1	60020	41.2536907	-105.7196693
56711431	560019627001	1	12000	41.2520592	-105.7249546
56711432	560019627001	1	198000	41.2538822	-105.7184363
56711433	560019627001	1	170000	41.2533518	-105.7234228
56711434	560019627001	1	101000	41.2964990	-105.6513068
56711435	560019627001	1	70400	41.2956361	-105.6513743
56711436	560019627001	1	146050	41.2926328	-105.6555292
56711437	560019627001	1	8100	41.4305377	-105.7863789
56711438	560019627001	1	25000	41.2892299	-105.6632556
56711439	560019627001	1	123300	41.2956516	-105.6526273
56711440	560019627001	1	75500	41.2878567	-105.5281555
56711441	560019627001	1	107000	41.2535908	-105.7058422
56711442	560019627001	1	70000	41.2520723	-105.7222725
56711443	560019627001	8	68500	41.2937845	-105.6571173
56711444	560019627001	1	134000	41.2542931	-105.7055741
56711445	560019627001	1	78000	41.2534897	-105.7118657
56711446	560019627001	1	195000	41.2910169	-105.6588670
56711447	560019627001	1	36100	41.2913026	-105.6569183
56711448	560019627001	1	23200	41.4005480	-105.6269790
56711449	560019627001	1	37120	41.2528226	-105.7129909
56711450	560019627001	1	67600	41.2469419	-105.7195057
56711451	560019627001	1	50000	41.2537606	-105.7131822
56711452	560019627001	1	30000	41.2925399	-105.6561645
56711453	560019627001	1	35000	41.2549587	-105.7098023
56711454	560019627001	1	36050	41.2630970	-105.5994797
56711455	560019627001	8	84600	41.2548047	-105.7099265
56711456	560019627001	1	28900	41.2940003	-105.6514185
56711457	560019627001	1	130400	41.2542043	-105.7206713
56711458	560019627001	1	82000	41.2540613	-105.7172964
56711459	560019627001	1	80000	41.2434228	-105.7291687
56711460	560019627001	1	150600	41.2412597	-105.7292288
56711461	560019627001	1	109000	41.2932513	-105.6542132
56711462	560019627001	1	29000	41.2495437	-105.7154688
56711463	560019627001	1	29840	41.2524921	-105.7155573
56711464	560019627001	1	83000	41.2560579	-105.7093913
56711465	560019627001	1	184300	41.2552527	-105.7113769
56711466	560019627001	1	5000	41.2523893	-105.7197707
56711467	560019627001	1	313000	41.2913668	-105.6596604
56711468	560019627001	1	94910	41.2554966	-105.7024266
56711469	560019627001	1	37500	41.3473389	-105.6357718
56711470	560019627001	1	4280	41.2933681	-105.6569492
56711471	560019627001	1	415000	41.2525106	-105.7162277
56711472	560019627001	1	167000	41.2530195	-105.7100427
56711473	560019627001	1	24000	41.2540037	-105.7084773
56711474	560019627001	1	0	41.2531516	-105.7115324
56711475	560019627001	1	130400	41.2526151	-105.7183878
56711476	560019627001	1	-5100	41.2520779	-105.7130248
56711477	560019627001	8	51000	41.2498554	-105.7148988
56711478	560019627001	1	57000	41.2864386	-105.5258763
56711479	560019627001	1	44600	41.2494213	-105.7307595
56711480	560019627001	1	95300	41.2416332	-105.7298426
56711481	560019627001	1	139800	41.2515663	-105.7238657
56711482	560019627001	1	44400	41.2456868	-105.7302132
56711483	560019627001	1	125000	41.2425321	-105.7313223
56711484	560019627001	1	101000	41.2511150	-105.7243006
56711485	560019627001	1	10600	41.2466620	-105.7297879
56711486	560019627001	1	99700	41.2870010	-105.5280800
56711487	560019627001	1	50000	41.2491558	-105.7309587
56711488	560019627001	1	133700	41.2508187	-105.7302067
56711489	560019627001	1	20000	41.2496871	-105.7313172
56711490	560019627001	1	148600	41.2869400	-105.5246470
56711491	560019627001	1	100000	41.2898405	-105.6615468
56711492	560019627001	5	5410	41.2535427	-105.7193538
56711493	560019627001	1	74000	41.2525842	-105.7177545
56711494	560019627001	1	48000	41.2439793	-105.7247481
56711495	560019627001	1	73000	41.2857368	-105.5258892
56711496	560019627001	1	23400	41.2432159	-105.7273706
56711497	560019627001	1	104000	41.2514048	-105.7130879
56711498	560019627001	1	12000	41.2943262	-105.6545536
56711499	560019627001	1	159800	41.2859783	-105.5248580
56711500	560019627001	1	104000	41.2871476	-105.5286120
56711501	560019627001	1	106000	41.2866638	-105.5288203
56711502	560019627001	1	24920	41.2473509	-105.7311914
56711503	560019627001	1	44300	41.2442333	-105.7298660
56711504	560019627001	1	215000	41.2856594	-105.5277941
56711505	560019627001	1	9200	41.2530976	-105.7172293
56711506	560019627001	1	83220	41.2857163	-105.5290968
56711507	560019627001	1	10000	41.2446928	-105.7224859
56711508	560019627001	1	107500	41.2550849	-105.7077831
56711509	560019627001	1	48000	41.2412132	-105.7275067
56711510	560019627001	1	65000	41.2491628	-105.7165817
56711511	560019627001	1	53000	41.2410828	-105.7301955
56711512	560019627001	1	45000	41.2504204	-105.7254732
56711513	560019627001	1	80900	41.2537004	-105.7071279
56711514	560019627001	1	25200	41.2468460	-105.7166603
56711515	560019627001	1	109700	41.2385769	-105.7306790
56711516	560019627001	1	83800	41.2480687	-105.7182283
56711517	560019627001	1	53000	41.2429795	-105.7285951
56711518	560019627001	1	29700	41.2525181	-105.7116375
56711519	560019627001	1	78400	41.2450055	-105.7237716
56711520	560019627001	1	35500	41.2501319	-105.7157451
56711521	560019627001	1	82000	41.2422941	-105.7297046
56711522	560019627001	1	256900	41.2522318	-105.7133635
56711523	560019627001	1	75500	41.2503497	-105.7249592
56711524	560019627001	1	199000	41.2524135	-105.7097448
56711525	560019627001	1	38300	41.2920171	-105.5167845
56711526	560019627001	1	24800	41.2532780	-105.7085806
56711527	560019627001	1	27900	41.2510276	-105.7295676
56711528	560019627001	1	6800	41.2462813	-105.7306799
56711529	560019627001	1	122500	41.2422289	-105.7307018
56711530	560019627001	1	124430	41.2901023	-105.6614548
56711531	560019627001	1	70100	41.2451651	-105.7197691
56711532	560019627001	1	26000	41.2454438	-105.7309118
56711533	560019627001	1	13400	41.2447793	-105.7312635
56711534	560019627001	3	13900	41.2509753	-105.7221685
56711535	560019627001	1	134000	41.2511840	-105.7151707
56711536	560019627001	1	117520	41.2488858	-105.7307880
56711537	560019627001	1	24800	41.2479551	-105.7164022
56711538	560019627001	1	85500	41.2420380	-105.7275931
56711539	560019627001	1	125300	41.2430985	-105.7241090
56711540	560019627001	1	72000	41.2517283	-105.7152353
56711541	560019627001	1	24000	41.2592097	-105.6967041
56711542	560019627001	1	106000	41.3817753	-105.5380216
56711543	560019627001	1	183700	41.2415269	-105.7305106
56711544	560019627001	1	25000	41.2513160	-105.7255992
56711545	560019627001	1	78600	41.2431800	-105.7311580
56711546	560019627001	1	296800	41.2510039	-105.7110482
56711547	560019627001	1	238500	41.2462567	-105.7206909
56711548	560019627001	1	210000	41.2444261	-105.7226721
56711549	560019627001	1	56000	41.3810418	-105.5408904
56711550	560019627001	1	36000	41.3814796	-105.5396588
56711551	560019627001	1	61000	41.3809067	-105.5381760
56711552	560019627001	1	125000	41.3828591	-105.5402812
56711553	560019627001	1	65500	41.3810915	-105.5399886
56711554	560019627001	1	16200	41.3822219	-105.5400744
56711555	560019627001	1	45000	41.3809085	-105.5388989
56711556	560019627001	1	14400	41.2417907	-105.7266960
56711557	560019627001	1	69800	41.3893999	-105.5365459
56711558	560019627001	1	84300	41.2437958	-105.7237950
56711559	560019627001	1	47000	41.2458759	-105.7195458
56711560	560019627001	1	37000	41.2400757	-105.7311644
56711561	560019627001	1	30000	41.2938571	-105.6548201
56711562	560019627001	1	93500	41.3866435	-105.5374223
56711563	560019627001	1	12000	41.2934796	-105.6553883
